Country Name,Country Code,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Belarus,BLR,,,,,0,,,,0.0004859508688,0.002921254375,0.02929829414,0.04902089104,0.07386889728,0.4948812453,1.860398126,4.300616022,8.950971315,8.950971315,8.950971315,8.950971315,16.2,19.7,23,27.43,31.8,39.64889566,46.91,54.17,59.02
Belize,BLZ,,,,,0,,,,,0.04539717993,0.8828073273,1.288582302,2.091516391,4.076740564,5.963835303,,5.684251214,5.684251214,9.8,17,24,24.6,26.3,27.2,28.2,30.7,31,33.6,38.7
Bermuda,BMU,,,,,0,,,,,6.838163465,16.20246602,24.18925674,32.10375935,39.94758876,42.94986002,47.5096999,52.03159737,56.52201218,60.99086701,65.44706579,69.89965516,74.35059403,82.3,83.25,84.21,88.336,91.29930452,95.3,96.8
Bolivia,BOL,,,,,0,,,,,0.06680756828,0.1960811739,0.4478390359,0.6264840624,0.9818151873,1.442763585,2.120462534,3.117192947,3.508596401,4.439924601,5.227583957,6.200671255,10.49924432,12.5,16.8,22.4,30,35.34,36.94,39.02
Brazil,BRA,,,,,0,0.003288170703,0.01294626236,0.02549825324,0.03767270936,0.1051381678,0.4507891789,0.786079155,1.477874959,2.038732184,2.870685159,4.528494869,9.149425086,13.2075861,19.07367227,21.02274725,28.17838018,30.88,33.83,39.22,40.65,45.69,48.56,51.04,57.6
Barbados,BRB,,,,,0,,,,,0.007752238459,0.3894642141,0.7834289117,1.970249237,2.376247035,3.973678355,11.93645034,27.83632242,39.68962712,49.8,52.5,55.3,58.2,61.4,64.7,65.1,67,70,73,76.67
Brunei Darussalam,BRN,,,,,0,,,,,1.017080166,3.303349927,4.831057905,6.284742844,7.671041206,8.996284534,12.91776908,15.32987986,19.59500322,29.71560414,36.46639195,42.18634916,44.68,46,49,53,56,60.27306504,64.5,68.77
Bhutan,BTN,,,,,0,,,,,,,,,0.1375715143,0.4009444469,0.8646285642,1.675802584,2.436912399,3.156984196,3.847106745,4.518317258,5.92,6.55,7.17,13.6,21,24,29.9,34.37
Botswana,BWA,0,0,0,0,0,0,,,,0.06452104096,0.1574542296,0.3077468499,0.6024009291,1.122391474,2.902666622,3.430886787,3.385922351,3.345190174,3.304889253,3.262554036,4.289932975,5.28,6.25,6.15,6,8,11.5,15,18.5
Central African Republic,CAF,,,,,0,,,,,,0.005849502822,0.01427088072,0.02787820125,0.04089428718,0.05339417422,0.07854342784,0.1285371165,0.1515633379,0.2234013955,0.2681956092,0.3111591732,0.375815961,1,1.8,2,2.2,3,3.5,4.03
Canada,CAN,,,,,0.3609997006,0.5703859263,0.9159810402,1.184557509,2.378693853,4.163525253,6.76023965,15.07235736,24.8974003,36.18644004,51.3,60.2,61.59329927,64.2,65.95596346,71.66,72.4,73.2,76.7,80.3,80.3,83,83,85.8,87.12
Central Europe and the Baltics,CEB,,,,,0,,,0.1486500579,0.3892848703,0.6219306379,1.068195153,1.790093415,3.511563902,4.959357017,7.037650207,10.21536513,18.19417192,22.5126441,29.15044423,34.64729322,40.65876375,45.11428149,50.4833147,54.87022447,58.35016696,58.85739213,61.50954877,63.28363087,66.92852334
Switzerland,CHE,,,,,0.5957142234,1.17995597,1.751713322,2.167270203,2.720004329,3.552007211,4.549656748,15.1,24.8,34,47.1,55.1,61.4,65.1,67.8,70.1,75.7,77.2,79.2,81.3,83.9,85.19302818,85.2,86.34,87
Channel Islands,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,,,,,0,,0.03654893815,0.07178314427,0.1410845067,0.3469807814,0.6834756102,1.057092496,1.662322022,4.103419297,16.6,19.1,22.1,25.47377889,28.17791012,31.17534703,34.49775117,35.9,37.3,41.56,45,52.24960729,61.41815456,66.5,72.35
China,CHN,,,,,0,,,0.000168680271,0.00116811453,0.004954709504,0.0130816918,0.03239486093,0.1685402973,0.7081879568,1.775913207,2.639650215,4.595704331,6.2,7.3,8.523257003,10.52315262,16,22.6,28.9,34.3,38.3,42.30011749,45.8,49.3
Cote d'Ivoire,CIV,,,,,0,,,,,0.0002002556063,0.008409779849,0.01882836129,0.0609744386,0.1186859167,0.2314616706,0.3957477022,0.4979293608,0.7586696295,0.8492824147,1.039238205,1.524900791,1.8,1.9,2,2.7,2.9,5,8.4,14.6
Cameroon,CMR,,,,,0,,,,,,,0.006768744294,0.01321634052,0.1290675809,0.2521200777,0.2770513218,0.3608715843,0.5876226111,0.9760754155,1.402654226,2.028744791,2.93,3.4,3.84,4.3,5,5.69898724,6.4,11
Congo Rep.,COG,,,,,0,,,,,,0.003526860392,0.003469103643,0.003415143086,0.01679104916,0.02635473206,0.03222361643,0.1572495172,0.4600141868,1.07750493,1.46342006,2.007990079,2.759704374,4.287509903,4.5,5,5.6,6.106695024,6.6,7.11
Colombia,COL,,,,,0,,,,0.1071739453,0.1880467904,0.3300177727,0.5505210232,1.126225245,1.697730794,2.207532993,2.854199971,4.6,7.388923711,9.118690303,11.00726389,15.34167454,21.8,25.6,30,36.5,40.35091575,48.98,51.7,52.57
Comoros,COM,,,,,0,,,,,,,0,0.03787096982,0.1481629644,0.2717406073,0.4430683725,0.554869675,0.8481893702,1.327327178,2,2.2,2.5,3,3.5,5.1,5.5,5.975296308,6.5,6.98
Cabo Verde,CPV,,,,,0,,,,,,,0.2409679199,0.4727350084,1.159982461,1.822443852,2.685332713,3.518757175,4.324885391,5.31883207,6.074087107,6.808911008,8.28321982,14,21,30,32,34.74,37.5,40.26
Costa Rica,CRI,,,,,0,,0.001113325392,0.08150975385,0.2799124787,0.4168292061,0.8410570405,1.640221288,2.666378698,3.904323257,5.800253023,9.559482135,19.89485113,20.33361481,20.79230671,22.07,25.1,28.4,32.29,34.33,36.5,39.212196,47.5,45.96,49.41
Caribbean small states,CSS,,,,,0,,,,,0.1939121079,0.5544487855,0.9046809031,1.943876388,3.379123195,4.940877784,8.35771143,11.82229681,14.97618472,16.89119229,19.48895869,22.34485257,24.4938787,27.72404741,31.92694997,35.81885775,42.68900817,43.26065188,46.29434437,49.27394895
Cuba,CUB,,,,,0,,,,,9.17E-05,0.03194900136,0.06822021376,0.2266991989,0.3146905412,0.5411825488,1.079751722,3.770585038,5.241269054,8.407984759,9.738062208,11.15960131,11.69,12.94,14.33,15.9,16.0172908,21.2,27.93,30
Curacao,CUW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,,,,,0,,,0,0,3.948967193,3.948967193,3.948967193,3.948967193,3.948967193,3.948967193,3.948967193,3.948967193,3.948967193,3.948967193,38.03438308,44.5,52,61,64.5,66,69.46594499,74.12653069,74.1,74.1
Cyprus,CYP,,,,,0,,0.05006043009,0.05636748216,0.1110346206,0.4101206848,0.6733435412,4.378272095,8.890539159,11.34239866,15.25539437,18.81875904,28.32,30.09,33.83,32.81,35.83,40.77,42.31,49.81,52.99,56.85989235,60.6898684,65.4548,69.33
Czech Republic,CZE,,,,,0,,,0.5813195294,1.259217838,1.45357584,1.940378193,2.915698695,3.895906065,6.832802018,9.780527888,14.69717212,23.93,34.3,35.5,35.27,47.93,51.93,62.97,64.43,68.82,70.49,73.43000782,74.1104,79.71
Germany,DEU,,,,,0.1258922234,0.2502741534,0.4352852902,0.4636350965,0.9225410431,1.837737754,3.054805234,6.711087477,9.877852428,20.84598264,30.2163466,31.65093942,48.82,55.9,64.73,68.71,72.16,75.16,78,79,82,81.26999954,82.34999847,84.17,86.19
Djibouti,DJI,,,,,0,,,,,0.01603083049,0.03116624073,0.08294149759,0.09469600397,0.1057619088,0.1945005284,0.343526263,0.4869717045,0.6259402294,0.7813171751,0.9536114493,1.270041159,1.62,2.26,4,6.5,7,8.267232892,9.5,10.71
Dominica,DMA,,,,,0,,,,,0.5487627365,1.165518146,1.165518146,2.925345191,2.932164377,8.814844198,13.24522804,18.42489277,23.62041985,30.31961309,38.54364326,39.3981743,40.27446301,41.16,42.02,47.45,51.3135,55.17701416,59,62.86
Denmark,DNK,,,,,0.09727726764,0.1940565147,0.3869139511,0.5783299758,1.34430775,3.82565642,5.714987841,11.38200494,22.66874615,30.59204065,39.17243086,42.95752472,64.25,76.26,80.93,82.74,86.65,85.03,85.02,86.84,88.72,89.81001339,92.26001172,94.6297,95.99
Dominican Republic,DOM,,,,,0,,,,,0.01723360084,0.07498705264,0.1426875655,0.233914189,1.104743874,3.704692356,4.429390697,6.823725733,7.898392937,8.865553461,11.48319778,14.84492837,17.66,20.82,27.72,31.4,38,41.2,45.9,49.58
Algeria,DZA,,,,,0,,,,0.000360673568,0.001768954015,0.001738533226,0.01026846315,0.02023855454,0.199523843,0.4917056791,0.6461140167,1.59164126,2.195359731,4.634475088,5.843942092,7.375984956,9.451190626,10.18,11.23,12.5,14,15.22802676,16.5,18.09
East Asia & Pacific (developing only),EAP,,,,,0,,,0.001162404139,0.004032794314,0.01304495669,0.03370922342,0.09426221627,0.3241767515,0.8533515966,1.897115737,2.779089189,4.405156649,5.762267997,6.885475763,8.319143451,10.17376939,14.38223568,19.25942049,23.76826305,28.95605646,32.38395697,36.10945776,39.39275628,42.13206038
East Asia & Pacific (all income levels),EAS,,,,,0.007288312442,,,0.07927792186,0.1173821001,0.2095778973,0.4647337404,1.079850356,1.882787353,3.406408274,5.592679876,7.252186746,8.993587818,10.54724365,12.59696421,14.66635904,16.6176467,20.76611474,25.25292651,29.5123239,34.2294861,37.36356725,40.74677037,44.4131683,46.89127504
Europe & Central Asia (developing only),ECA,,,,,0,,,,0.02421990645,0.04793232976,0.1335433013,0.2857441255,0.5866491638,1.156407503,1.96488462,2.836871822,5.548448216,6.644658065,9.429644386,10.83122251,13.29788554,17.96093377,22.25261988,27.19352148,31.99135875,37.19708131,41.5647533,44.49343739,48.18223817
Europe & Central Asia (all income levels),ECS,,,,,0.04810712762,,0.2625207137,0.3177053494,0.5647527454,1.023859739,1.8426144,3.36063999,5.436905079,9.244715036,13.1845624,16.40615016,23.05916305,28.36395128,32.35956475,35.22597852,38.08247944,43.67313729,47.35702521,50.72476193,56.24588294,59.22646723,63.89755768,66.3437911,69.20343655
Ecuador,ECU,,,,,0,,0.005118035389,0.01640075126,0.03483358612,0.04383364116,0.08616127564,0.1102179594,0.125272771,0.8233716344,1.462188536,2.670443674,4.260796915,4.460228345,4.834442638,5.994255161,7.2,10.8,18.8,24.6,29.03,31.36680836,35.13514645,40.35368423,43
Egypt Arab Rep.,EGY,,,,,0,,,0.0009757913644,0.006383269604,0.03131963824,0.06146689894,0.09048024471,0.1479873769,0.2904452783,0.6412650375,0.8389456115,2.719999715,4.037885107,11.92,12.75,13.66,16.03,18.01,20,21.6,25.6,26.4,29.4,31.7
Euro area,EMU,,,,,0.07275671384,0.1697397038,0.3264390446,0.4693825129,0.8476048353,1.702123942,2.881471769,5.109372018,8.017798406,15.23753686,22.51868204,27.34451307,35.18572124,42.08609191,47.47257218,51.24401839,54.91930454,61.36466359,64.8239515,67.11518705,71.02191736,72.05946301,74.08163408,75.81072732,78.30003601
Eritrea,ERI,,,,,0,,,0,0,0,0,0.009017718012,0.008774236269,0.02549502847,0.1367119411,0.1578152893,0.2270901376,0.2270901376,0.2270901376,0.2270901376,0.2270901376,0.41,0.47,0.54,0.61,0.7,0.8,0.9,0.99
Spain,ESP,,,,,0.01287356445,0.02568619382,0.07684545316,0.1276896679,0.2800697384,0.380800728,1.331847404,2.803319625,4.361892394,7.085039678,13.62496081,18.14872269,20.39,39.93,44.01,47.88,50.37,55.11,59.6,62.4,65.8,67.6,69.80999994,71.635,76.19
Estonia,EST,,,,,0,,0.06548479705,0.3007112824,1.159750913,2.778968489,3.525111129,5.706276548,10.79603483,14.50089724,28.57695381,31.52748977,41.52,45.32,53.2,61.45,63.51,66.19,70.58,72.5,74.1,76.5,78.38992593,79.4,84.24
Ethiopia,ETH,,,,,0,,,,,1.75E-05,0.001703448289,0.004966720489,0.00966351745,0.01254159892,0.01526376721,0.03716238107,0.07240226187,0.1058116588,0.1553345208,0.219659819,0.3105926569,0.37,0.45,0.54,0.75,1.1,1.482810139,1.9,2.9
European Union,EUU,,,,,0.06933409668,0.1719111935,0.3104507741,0.4337490384,0.8270959919,1.581629039,2.80552366,5.120499885,8.42163842,14.58269767,20.55669432,25.29952685,35.1395198,41.82284915,46.83196466,50.9720859,54.54631442,60.29527801,64.18913689,67.2146427,70.63089596,71.55806629,73.69936458,75.53578025,78.10214768
Fragile and conflict affected situations,FCS,,,,,0,,,,,,,,0.07438024745,0.1250191263,0.2669154815,0.2569571883,0.648890691,0.9446667927,1.354404853,1.867637276,2.433635491,3.590927798,3.640954655,4.467332879,6.703662457,7.454808958,8.602356821,10.02549295,11.53125456
Finland,FIN,,,,,0.4010876695,1.397439332,1.88687977,2.568461349,4.915098554,13.90030389,16.78007526,19.4586828,25.45252493,32.29509229,37.24846174,43.10536335,62.43,69.22,72.39,74.48,79.66,80.78,83.67,82.49,86.89,88.70999491,89.87999797,91.5144,92.38
Fiji,FJI,,,,,0,,,0.006678447448,0.007907399085,0.009115342945,0.06443714157,0.2234548417,0.6331678655,0.9424620628,1.496854734,1.857978594,6.1526497,6.725434738,7.412943485,8.453636634,9.6000384,10.89783105,13,17,20,28,33.74235675,37.1,41.8
France,FRA,,,,,0.05277786159,0.1401138954,0.2790494633,0.5906193834,0.8998674253,1.637947245,2.584033979,4.255003872,6.319778722,9.125317889,14.30792394,26.32590355,30.18,36.14,39.15,42.87,46.87,66.09,70.68,71.58,77.28,77.81999899,81.44,81.9198,83.75
Faeroe Islands,FRO,,,,,0,,,,,0,2.318786811,4.601297566,11.33786848,22.29753835,32.91639236,43.24698352,53.29922183,58.91264097,66.53359947,67.90263174,69.35944512,75.98,75.57,75.18,75.2,80.7321728,85.33518924,90,94.66
Micronesia Fed. Sts.,FSM,,,,,0,,,,,,0.2780377946,0.570676845,1.858718785,2.797594069,3.734862137,4.660527199,5.570099705,9.2325021,11.01786731,11.8813691,12.75033925,13.62113273,14.49,15.35,20,22.8,25.974423,27.8,29.65
Gabon,GAB,,,,,0,,,,,,0,0.0479990086,0.1701248802,0.2490095645,1.216140618,1.347620222,1.939530106,2.659586594,2.9790698,4.89326475,5.489200803,5.767004576,6.21,6.7,7.23,8,8.616714489,9.2,9.81
United Kingdom,GBR,,,,,0.08735531928,0.1742309225,0.2606151595,0.519762001,1.036609166,1.895168284,4.123650336,7.385398957,13.6699831,21.29363827,26.82175435,33.48109487,56.48,64.82,65.61,70,68.82,75.09,78.39,83.56,85,85.37999855,87.47999842,89.8441,91.61
Georgia,GEO,,,,,0,,,,,0.01183688535,0.04006541882,0.06093033307,0.1028309568,0.4163435667,0.4847462985,0.9923444361,1.58787563,2.558816481,3.886221354,6.079457629,7.526876845,8.26,10.01,20.07,26.9,31.52,36.94,43.3,48.9
Ghana,GHA,,,,,0,,,,,0.0003479175742,0.005648762969,0.02753754179,0.03224044321,0.1048954662,0.1536152976,0.2000080603,0.8302840338,1.193057911,1.716797704,1.831197461,2.723175973,3.85,4.27,5.44,7.8,9,10.6,12.3,18.9
Guinea,GIN,,,,,0,,,,0.0001383184597,0.0006685894408,0.00194894188,0.003803108509,0.006203368504,0.06080891916,0.09542492361,0.1755418685,0.4020227487,0.4509603708,0.5088193323,0.542254181,0.637492123,0.7800252791,0.92,0.94,1,1.3,1.490144366,1.6,1.72
Gambia The,GMB,,,,,0,,,,,0.00921754135,0.03550736023,0.05131134699,0.2060944605,0.7158270148,0.9217949191,1.336791166,1.796779883,2.436781193,3.308003478,3.799001139,5.237691158,6.205037419,6.88,7.63,9.2,10.8703,12.44922872,14,15.56
Guinea-Bissau,GNB,,,,,0,,,,,,,0.01638906325,0.02406042053,0.1177024482,0.2301031706,0.2995691447,1.022993234,1.354197478,1.808142203,1.901365316,2.057196705,2.206302237,2.354888711,2.303280592,2.45,2.672,2.893990621,3.1,3.32
Equatorial Guinea,GNQ,,,,,0,,,,,,,0.04146229212,0.0944237739,0.09741594465,0.1323546651,0.1652604229,0.3211979972,0.520524272,0.8439302846,1.149789671,1.279193596,1.557123059,1.82,2.13,6,11.5,13.94318219,16.4,18.86
Greece,GRC,,,,,0,0.04878880332,0.04829160247,0.1910622421,0.3781743125,0.7496164775,1.395360779,1.849634688,3.221821786,6.877292144,9.138837308,10.93502581,14.67,17.8,21.42,24,32.25,35.88,38.2,42.4,44.4,51.64999517,55.06999344,59.8663,63.21
Grenada,GRD,0,0,0,0,0,0,0,0,0,0,0.2980329823,0.9908838684,1.484854484,2.473166147,4.063907991,5.128103982,14.75884055,18.64518218,19.57062058,20.48780488,21.39599117,22.29,23.18,24.05,27,30,32,35,37.38
Greenland,GRL,,,,,0,,,,0.06471212094,0.05394034198,1.796719191,7.954504682,14.65444717,21.60261331,31.74781123,35.46413689,44.15478903,54.53425983,56.09901476,57.7034045,59.36168727,61.07,62.82,62.83,63,64,64.8960101,65.8,66.7
Guatemala,GTM,,,,,0,,,,,0.002998005427,0.01953487082,0.09547602148,0.4665904445,0.5926529453,0.7123329045,1.738201782,3.39174627,4.548854908,5.1,5.7,6.5,7.3,8.3,9.3,10.5,12.3,16,19.7,23.4
Guam,GUM,,,,,0,,,,0.34845391,0.6595309086,1.356106888,2.344571647,4.50128419,8.497176323,16.11312704,25.38022753,31.19229426,33.71668179,36.16178784,38.55987756,43.851443,46.15047362,48.41870215,50.64202838,54.04,57.7,61.53415931,65.4,69.27
Guyana,GUY,,,,,0,,,,,,0.0658541147,0.131828033,0.2640881104,3.966354735,6.611491566,13.2069865,13.2069865,13.2069865,13.2069865,13.2069865,13.2069865,13.8,18.2,23.9,29.9,31,33,35,37.35
High income,HIC,,,,,0.2188667887,0.4624993039,0.5939821888,0.8310503862,1.66836315,3.078776315,5.616654238,8.869123358,13.36439416,19.36186478,26.10099713,31.41782777,38.61508704,43.1459385,48.1596532,51.78908496,54.53997396,60.09498787,62.27881153,63.88242571,67.57394598,68.92817701,74.21293883,78.14118171,80.60754985
Hong Kong SAR China,HKG,,,,,0,0.1209554443,0.8495278834,1.334568031,2.784198266,3.218635643,4.748838672,10.51875705,14.54597958,21.23068197,27.82776068,38.67140323,43.08238303,52.20004335,56.39988039,56.9,60.8,64.8,66.7,69.4,72,72.2,72.9,74.2,74.56
Honduras,HND,,,,,0,,,,,0.03677525238,0.04371124561,0.1709964682,0.3012472137,0.5735754761,1.203855999,1.415281931,2.597402597,4.8,5.6,6.5,7.8,9.4,9.6,9.8,11.09,15.9,18.12,17.8,19.08
Heavily indebted poor countries (HIPC),HPC,,,,,0,,,,,,0.008727644622,0.02389562956,0.04373856091,0.1064598542,0.1733782893,0.2576225351,0.3950524163,0.6044119629,0.9145670473,1.213447385,1.557895614,2.42662065,2.527283286,3.153333335,4.929978865,5.388736713,6.379504903,7.332232322,8.865291182
Croatia,HRV,,,,,0,,,0.09721338901,0.2683189965,0.5140285898,0.8589823679,1.729609312,3.273220279,4.405359119,6.644882544,11.55857318,17.76,22.75,30.91,33.14,37.98,41.44,44.24,50.58,56.55,57.78997899,61.93997315,66.7476,68.57
Haiti,HTI,,,,,0,,,,,,0.007484253131,,0.02399947681,0.07065847813,0.2312707146,0.3408323262,0.8934329883,1.647358346,5.401261908,6.376201635,6.796000481,7.2,7.6,8.1,8.37,9,9.8,10.6,11.4
Hungary,HUN,,,,,0,0.003382630175,0.04835342096,0.1934143946,0.4835809752,0.6774860544,0.9692395356,1.942449872,3.894643278,5.857840749,6.999676351,14.5285543,16.67,21.63,27.74,38.97,47.06,53.3,61,62,65,68.01998789,70.57999815,72.6439,76.13
Indonesia,IDN,,,,,0,,,,0.001059744382,0.02610947719,0.05662398874,0.1949102636,0.2553066463,0.444415936,0.9255638645,2.018613859,2.134135733,2.38701978,2.600285876,3.602024763,4.764813134,5.786274729,7.917479385,6.92,10.92,12.28,14.52,14.94,17.14
Isle of Man,IMN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,,,,,0,,0.0001113077273,0.0002181756767,0.001069562387,0.02622887881,0.04633397674,0.07076784871,0.1390273288,0.2732242767,0.5275324499,0.660146377,1.537875582,1.686489971,1.976136492,2.388075,2.805499865,3.95,4.38,5.12,7.5,10.07,12.58006091,15.1,18
Not classified,INX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,,,,,0,0.05679604427,0.1696863772,0.2811410051,0.5583772218,1.108386328,2.199301832,4.08825507,8.096010043,10.93380859,17.85046724,23.13881219,25.85,34.31,36.99,41.61,54.82,61.15832455,65.34,67.38,69.85,74.88997297,76.91999254,78.2477,79.69
Iran Islamic Rep.,IRN,,,,,0,,,,0.0004083319514,0.004179752373,0.01582608024,0.04675609414,0.09981522053,0.3785690945,0.93419002,1.484221332,4.626175115,6.933721953,7.49,8.1,8.76,9.47,12.02,13.8,15.9,19,22.73,29.95,39.35
Iraq,IRQ,,,,,0,,,,,,,,,,,0.1,0.5,0.6,0.9,0.9,0.9523442438,0.93,1,1.06,2.5,5,7.1,9.2,11.3
Iceland,ISL,,,,,0,0.5051290022,1.53916008,2.667825265,6.794811784,11.2158757,14.80647932,27.47886875,36.2642065,41.29456671,44.47053382,49.39299537,79.12,83.14,83.88,87,89.51,90.6,91,93,93.39,94.8196868,96.20979955,96.5468,98.16
Israel,ISR,,,,,0.1107738662,0.2146240998,0.3105791971,0.3988333327,0.5769664604,0.9304229703,2.1683676,4.399405482,10.30706995,13.43612191,20.87379,17.37862386,17.76459906,19.59339366,22.77048553,25.19404242,27.88107446,48.12806219,59.39,63.12,67.5,68.87387799,70.8,70.8,71.45
